GPK	Generic	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	Diluent	MinAge	MaxAge	MinWeight	MaxWeight	MinDose	MaxDose	Solutions	MinVol	MaxVol	MinPerc	MaxPerc	MinTime	MaxTime	MinRate	MaxRate	RateUnit	Substance	Unit	Quantities	MinQty	MaxQty	MinConc	MaxConc
88749	noradrenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										noradrenaline						
160083	noradrenaline infvlst 0,1mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										noradrenaline						
160083	noradrenaline infvlst 0,1mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										noradrenaline						
160083	noradrenaline infvlst 0,1mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										noradrenaline						
73997	octreotide injvlst 0,05mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										octreotide						
73997	octreotide injvlst 0,05mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										octreotide						
73997	octreotide injvlst 0,05mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										octreotide						
74004	octreotide injvlst 0,1mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										octreotide						
74004	octreotide injvlst 0,1mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										octreotide						
74004	octreotide injvlst 0,1mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										octreotide						
83291	octreotide injvlst 0,5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										octreotide						
83291	octreotide injvlst 0,5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										octreotide						
83291	octreotide injvlst 0,5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										octreotide						
118710	olanzapine pdr v injopl 10mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										olanzapine						
118710	olanzapine pdr v injopl 10mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										olanzapine						
118710	olanzapine pdr v injopl 10mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										olanzapine						
131539	olanzapine pdr v injsusp 300mg	poeder voor suspensie voor injectie	im		ICC			1								NaCl;gluc5;gluc10										olanzapine						
131539	olanzapine pdr v injsusp 300mg	poeder voor suspensie voor injectie	im		PICU			1								NaCl;gluc5;gluc10										olanzapine						
131539	olanzapine pdr v injsusp 300mg	poeder voor suspensie voor injectie	im		NICU			1								NaCl;gluc5;gluc10										olanzapine						
82708	ondansetron injvlst 2mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										ondansetron						
82708	ondansetron injvlst 2mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										ondansetron						
82708	ondansetron injvlst 2mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										ondansetron						
82708	ondansetron injvlst 2mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										ondansetron						
82708	ondansetron injvlst 2mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										ondansetron						
82708	ondansetron injvlst 2mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										ondansetron						
119970	oxycodon injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										oxycodon						
119970	oxycodon injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										oxycodon						
119970	oxycodon injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										oxycodon						
135690	oxycodon injvlst 50mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										oxycodon						
135690	oxycodon injvlst 50mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										oxycodon						
135690	oxycodon injvlst 50mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										oxycodon						
20850	oxytocine injvlst  5ie/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										oxytocine						
20850	oxytocine injvlst  5ie/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										oxytocine						
20850	oxytocine injvlst  5ie/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										oxytocine						
20850	oxytocine injvlst  5ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										oxytocine						
20850	oxytocine injvlst  5ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										oxytocine						
20850	oxytocine injvlst  5ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										oxytocine						
104280	pantoprazol injectiepoeder 40mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										pantoprazol						
104280	pantoprazol injectiepoeder 40mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										pantoprazol						
104280	pantoprazol injectiepoeder 40mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										pantoprazol						
28908	papaverine injvlst 50mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										papaverine						
28908	papaverine injvlst 50mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										papaverine						
28908	papaverine injvlst 50mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										papaverine						
28908	papaverine injvlst 50mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										papaverine						
28908	papaverine injvlst 50mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										papaverine						
28908	papaverine injvlst 50mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										papaverine						
121967	paracetamol infvlst 10mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										paracetamol						
121967	paracetamol infvlst 10mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										paracetamol						
121967	paracetamol infvlst 10mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										paracetamol						
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										parecoxib						
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										parecoxib						
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										parecoxib						
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										parecoxib						
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										parecoxib						
115657	parecoxib injectiepoeder 40mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										parecoxib						
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										pentamidine						
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										pentamidine						
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										pentamidine						
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										pentamidine						
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										pentamidine						
75450	pentamidine injectiepoeder 300mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										pentamidine						
2879	pethidine injvlst 50mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										pethidine						
2879	pethidine injvlst 50mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										pethidine						
2879	pethidine injvlst 50mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										pethidine						
2879	pethidine injvlst 50mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										pethidine						
2879	pethidine injvlst 50mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										pethidine						
2879	pethidine injvlst 50mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										pethidine						
90123	piperacilline/tazobactam injectiepdr 2000/250mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										piperacilline						
90123	piperacilline/tazobactam injectiepdr 2000/250mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										piperacilline						
90123	piperacilline/tazobactam injectiepdr 2000/250mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										piperacilline						
90131	piperacilline/tazobactam injectiepdr 4000/500mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										piperacilline						
90131	piperacilline/tazobactam injectiepdr 4000/500mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										piperacilline						
90131	piperacilline/tazobactam injectiepdr 4000/500mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										piperacilline						
43354	piritramide injvlst 10mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										piritramide						
43354	piritramide injvlst 10mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										piritramide						
43354	piritramide injvlst 10mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										piritramide						
43354	piritramide injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										piritramide						
43354	piritramide injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										piritramide						
43354	piritramide injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										piritramide						
132632	pneumokokkenvaccin 13 typen injsusp	suspensie voor injectie	im		ICC			0								NaCl;gluc5;gluc10										pneumokokkenvaccin						
132632	pneumokokkenvaccin 13 typen injsusp	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										pneumokokkenvaccin						
132632	pneumokokkenvaccin 13 typen injsusp	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										pneumokokkenvaccin						
50989	pneumokokkenvaccin 23 typen injvlst	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										pneumokokkenvaccin						
50989	pneumokokkenvaccin 23 typen injvlst	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										pneumokokkenvaccin						
50989	pneumokokkenvaccin 23 typen injvlst	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										pneumokokkenvaccin						
153478	posaconazol infopl conc 18mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										posaconazol						
153478	posaconazol infopl conc 18mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										posaconazol						
153478	posaconazol infopl conc 18mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										posaconazol						
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										prednisolon						
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										prednisolon						
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										prednisolon						
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										prednisolon						
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										prednisolon						
136131	prednisolon na-succinaat inj 25mg (parenter, rect)	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										prednisolon						
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										prednisolon						
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										prednisolon						
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										prednisolon						
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										prednisolon						
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										prednisolon						
14494	prednisolon na-succinaat injpdr 25mg (parenteraal)	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										prednisolon						
146447	procainamide injvlst 100mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										procainamide						
146447	procainamide injvlst 100mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										procainamide						
146447	procainamide injvlst 100mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										procainamide						
146447	procainamide injvlst 100mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										procainamide						
146447	procainamide injvlst 100mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										procainamide						
146447	procainamide injvlst 100mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										procainamide						
8044	promethazine injvlst 25mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										promethazine						
8044	promethazine injvlst 25mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										promethazine						
8044	promethazine injvlst 25mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										promethazine						
8044	promethazine injvlst 25mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										promethazine						
8044	promethazine injvlst 25mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										promethazine						
8044	promethazine injvlst 25mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										promethazine						
110892	propofol inj.emulsie 10mg/ml	emulsie voor injectie	iv		ICC			0								NaCl;gluc5;gluc10										propofol						
110892	propofol inj.emulsie 10mg/ml	emulsie voor injectie	iv		PICU			0								NaCl;gluc5;gluc10										propofol						
110892	propofol inj.emulsie 10mg/ml	emulsie voor injectie	iv		NICU			0								NaCl;gluc5;gluc10										propofol						
110884	propofol inj.emulsie 20mg/ml	emulsie voor injectie	iv		ICC			0								NaCl;gluc5;gluc10										propofol						
110884	propofol inj.emulsie 20mg/ml	emulsie voor injectie	iv		PICU			0								NaCl;gluc5;gluc10										propofol						
110884	propofol inj.emulsie 20mg/ml	emulsie voor injectie	iv		NICU			0								NaCl;gluc5;gluc10										propofol						
103594	protrombinecomplex injpdr 250ie	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										protrombinecomplex						
103594	protrombinecomplex injpdr 250ie	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										protrombinecomplex						
103594	protrombinecomplex injpdr 250ie	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										protrombinecomplex						
119237	protrombinecomplex injpdr 500ie	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										protrombinecomplex						
119237	protrombinecomplex injpdr 500ie	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										protrombinecomplex						
119237	protrombinecomplex injpdr 500ie	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										protrombinecomplex						
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										pyridoxine						
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										pyridoxine						
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										pyridoxine						
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										pyridoxine						
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										pyridoxine						
29009	pyridoxine injvlst 50mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										pyridoxine						
135232	rabiesvaccin injpdr 2,5ie (kippenembryocellen)	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										rabiesvaccin						
135232	rabiesvaccin injpdr 2,5ie (kippenembryocellen)	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										rabiesvaccin						
135232	rabiesvaccin injpdr 2,5ie (kippenembryocellen)	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										rabiesvaccin						
114456	rasburicase infusiepoeder 1,5mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										rasburicase						
114456	rasburicase infusiepoeder 1,5mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										rasburicase						
114456	rasburicase infusiepoeder 1,5mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										rasburicase						
116181	rasburicase infusiepoeder 7,5mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										rasburicase						
116181	rasburicase infusiepoeder 7,5mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										rasburicase						
116181	rasburicase infusiepoeder 7,5mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										rasburicase						
183938	remdesivir infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										remdesivir						
183938	remdesivir infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										remdesivir						
183938	remdesivir infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										remdesivir						
100315	remifentanil injectiepoeder 2mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										remifentanil						
100315	remifentanil injectiepoeder 2mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										remifentanil						
100315	remifentanil injectiepoeder 2mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										remifentanil						
100323	remifentanil injectiepoeder 5mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										remifentanil						
100323	remifentanil injectiepoeder 5mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										remifentanil						
100323	remifentanil injectiepoeder 5mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										remifentanil						
186295	remimazolam injectiepoeder 20mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										remimazolam						
186295	remimazolam injectiepoeder 20mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										remimazolam						
186295	remimazolam injectiepoeder 20mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										remimazolam						
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										rhesus(d)immunoglobuline						
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										rhesus(d)immunoglobuline						
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										rhesus(d)immunoglobuline						
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										rhesus(d)immunoglobuline						
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										rhesus(d)immunoglobuline						
75191	rhesus(d)immunoglobuline injvlst 500ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										rhesus(d)immunoglobuline						
51829	rifampicine infusiepoeder 600mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										rifampicine						
51829	rifampicine infusiepoeder 600mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										rifampicine						
51829	rifampicine infusiepoeder 600mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										rifampicine						
186104	rilpivirine injsusp 300mg/ml	suspensie voor injectie	im		ICC			0								NaCl;gluc5;gluc10										rilpivirine						
186104	rilpivirine injsusp 300mg/ml	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										rilpivirine						
186104	rilpivirine injsusp 300mg/ml	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										rilpivirine						
116939	risperidon pdr v injsusp 25mg	poeder voor suspensie voor injectie	im		ICC			1								NaCl;gluc5;gluc10										risperidon						
116939	risperidon pdr v injsusp 25mg	poeder voor suspensie voor injectie	im		PICU			1								NaCl;gluc5;gluc10										risperidon						
116939	risperidon pdr v injsusp 25mg	poeder voor suspensie voor injectie	im		NICU			1								NaCl;gluc5;gluc10										risperidon						
104930	rituximab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										rituximab						
104930	rituximab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										rituximab						
104930	rituximab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										rituximab						
93084	rocuronium injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										rocuronium						
93084	rocuronium injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										rocuronium						
93084	rocuronium injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										rocuronium						
36722	salbutamol infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										salbutamol						
36722	salbutamol infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										salbutamol						
36722	salbutamol infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										salbutamol						
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										salbutamol						
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										salbutamol						
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										salbutamol						
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										salbutamol						
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										salbutamol						
38172	salbutamol injvlst 0,5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										salbutamol						
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										scopolaminebutyl						
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										scopolaminebutyl						
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										scopolaminebutyl						
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										scopolaminebutyl						
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										scopolaminebutyl						
8281	scopolaminebutyl injvlst 20mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										scopolaminebutyl						
133531	sildenafil injvlst 0,8mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										sildenafil						
133531	sildenafil injvlst 0,8mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										sildenafil						
133531	sildenafil injvlst 0,8mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										sildenafil						
126322	smoflipid infemu 200mg/ml	emulsie voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										sojaolie, gezuiverd						
126322	smoflipid infemu 200mg/ml	emulsie voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										sojaolie, gezuiverd						
126322	smoflipid infemu 200mg/ml	emulsie voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										sojaolie, gezuiverd						
83224	somatoreline injectiepoeder 50ug	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										somatoreline						
83224	somatoreline injectiepoeder 50ug	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										somatoreline						
83224	somatoreline injectiepoeder 50ug	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										somatoreline						
88242	sufentanil injvlst  5ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										sufentanil						
88242	sufentanil injvlst  5ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										sufentanil						
88242	sufentanil injvlst  5ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										sufentanil						
88234	sufentanil injvlst 50ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										sufentanil						
88234	sufentanil injvlst 50ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										sufentanil						
88234	sufentanil injvlst 50ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										sufentanil						
129968	sugammadex injvlst 100mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										sugammadex						
129968	sugammadex injvlst 100mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										sugammadex						
129968	sugammadex injvlst 100mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										sugammadex						
44067	sulproston injectiepoeder 500ug	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										sulproston						
44067	sulproston injectiepoeder 500ug	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										sulproston						
44067	sulproston injectiepoeder 500ug	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										sulproston						
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										suxamethonium						
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										suxamethonium						
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										suxamethonium						
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										suxamethonium						
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										suxamethonium						
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										suxamethonium						
99287	tacrolimus infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										tacrolimus						
99287	tacrolimus infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										tacrolimus						
