GPK;ATC;HoofdGroep;SubGroep;Generiek;Product;Etiket;Vorm;Route;Sterkte;Eenheid;StandDose;DoseEenheid;Indicaties;InFormDb
116947;N05AX08;PSYCHOLEPTICA;ANTIPSYCHOTICA;RISPERIDON;RISPERDAL CONSTA 37,5MG INJP+SV;RISPERIDON 37,5MG PDR INJSU;poeder voor suspensie voor injectie;im;37.50;mg/stuk;37.50;mg;Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics;116947
116955;N05AX08;PSYCHOLEPTICA;ANTIPSYCHOTICA;RISPERIDON;RISPERDAL CONSTA 50MG INJP+SV;RISPERIDON 50MG PDR INJSUSP;poeder voor suspensie voor injectie;im;50.00;mg/stuk;50.00;mg;Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics;116955
117455;N05AX08;PSYCHOLEPTICA;ANTIPSYCHOTICA;RISPERIDON;RISPERIDON ORODISP 1 MG SMELTTABLET;RISPERIDON 1MG SMELTTABLET;smelttablet;or;1.00;mg/stuk;1.00;mg;Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics;117455
117463;N05AX08;PSYCHOLEPTICA;ANTIPSYCHOTICA;RISPERIDON;RISPERIDON 2 MG SMELTTABLET;RISPERIDON 2MG SMELTTABLET;smelttablet;or;2.00;mg/stuk;2.00;mg;Pediatrisch delier bij kritisch zieke kinderen||Pervasieve ontwikkelingsstoornissen (autisme spectrum stoornissen, ASS), psychose, manie en agressie, tics;117463
160466;J05AE03;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;RITONAVIR;NORVIR 100MG POEDER VOOR SUSPENSIE IN SACHET;RITONAVIR 100MG PDR V SUSP;poeder voor orale suspensie;or;100.00;mg/stuk;100.00;mg;HIV;160466
134031;J05AE03;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;RITONAVIR;NORVIR 100 MG TABLET FILMOMHULD;RITONAVIR 100MG TABLET;tablet;or;100.00;mg/stuk;100.00;mg;HIV;134031
104930;L01XC02;ONCOLYTICA;OVERIGE ONCOLYTICA;RITUXIMAB;MABTHERA 10 MG/ML FLACON 10ML;RITUXIMAB 10MG/ML INF CONC;concentraat voor oplossing voor infusie;iv;10.00;mg/ml;10.00;mg;EBV-reactivatie/PTLD bij stamceltransplantatie||Steroïd afhankelijk nefrotisch syndroom, ABO incompatibele niertransplantatie(aandoeningen die kunnen leiden tot/preventie van) rejectie na niertransplantatie, autoimmune cytopenieen, primaire vasculitis||Systemische lupus erythematodes (SLE) die niet reageert op de conventionele therapie;104930
104418;N02CC04;ANALGETICA;MIGRAINEMIDDELEN;RIZATRIPTAN;MAXALT 5 MG SMELTTABLET;RIZATRIPTAN 5MG SMELTTABLET;smelttablet;or;5.00;mg/stuk;5.00;mg;Migraine: acute behandeling tijdens hoofdpijnfase;104418
104426;N02CC04;ANALGETICA;MIGRAINEMIDDELEN;RIZATRIPTAN;MAXALT 10 MG SMELTTABLET;RIZATRIPTAN 10MG SMELTTABLE;smelttablet;or;10.00;mg/stuk;10.00;mg;Migraine: acute behandeling tijdens hoofdpijnfase;104426
93084;M03AC09;SPIERRELAXANTIA;PERIFEER WERKENDE SPIERRELAXANTIA;ROCURONIUM;ROCURONIUM 10 MG/ML INJVLST FLACON 5 ML;ROCURONIUM 10MG/ML INJVLST;injectievloeistof;iv;10.00;mg/ml;10.00;mg;Verslapping van de skeletspieren bij beademing||Verslapping van de skeletspieren bij chirurgische ingrepen||Intubatie;93084
134643;N01BB09;ANAESTHETICA;ANAESTHETICA, LOKALE;ROPIVACAINE;ROPIVACAINE 2MG/ML INFVLST 100 ML;ROPIVACAINE 2MG/ML INJ/INFO;injectie/infusieoplossing;epidur||perineur;2.00;mg/ml;2.00;mg;Epidurale pijnstilling||Perifere zenuw blokkade ;134643
97241;N01BB09;ANAESTHETICA;ANAESTHETICA, LOKALE;ROPIVACAINE;ROPIVACAINE 2 MG/ML AMPUL 20 ML;ROPIVACAINE 2MG/ML INJVLST;injectievloeistof;epidur||perineur;2.00;mg/ml;2.00;mg;Epidurale pijnstilling||Perifere zenuw blokkade ;97241
97225;N01BB09;ANAESTHETICA;ANAESTHETICA, LOKALE;ROPIVACAINE;ROPIVACAINE 7.5 MG/ML AMPUL 20 ML;ROPIVACAINE 7,5MG/ML INJVLS;injectievloeistof;epidur||perineur;7.50;mg/ml;7.50;mg;Epidurale pijnstilling||Perifere zenuw blokkade ;97225
97233;N01BB09;ANAESTHETICA;ANAESTHETICA, LOKALE;ROPIVACAINE;ROPIVACAINE 10MG/ML AMP 20 ML;ROPIVACAINE 10MG/ML INJVLST;injectievloeistof;epidur||perineur;10.00;mg/ml;10.00;mg;Epidurale pijnstilling||Perifere zenuw blokkade ;97233
122165;C10AA07;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;ROSUVASTATINE;CRESTOR 5 MG TABLET FILMOMHULD;ROSUVASTATINE 5MG TABLET FO;filmomhulde tablet;or;5.00;mg/stuk;5.00;mg;Heterozygote familiaire hypercholesterolemie||Homozygote familiaire hypercholesterolemie;122165
116637;C10AA07;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;ROSUVASTATINE;CRESTOR 10 MG TABLET FILMOMHULD;ROSUVASTATINE 10MG TAB FO;filmomhulde tablet;or;10.00;mg/stuk;10.00;mg;Heterozygote familiaire hypercholesterolemie||Homozygote familiaire hypercholesterolemie;116637
116653;C10AA07;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;ROSUVASTATINE;CRESTOR 40 MG TABLET FILMOMHULD;ROSUVASTATINE 40MG TAB FO;filmomhulde tablet;or;40.00;mg/stuk;40.00;mg;Heterozygote familiaire hypercholesterolemie||Homozygote familiaire hypercholesterolemie;116653
139165;N03AF03;ANTI-EPILEPTICA;ANTI-EPILEPTICA;RUFINAMIDE;INOVELON 40MG/ML SUSPENSIE 460 ML;RUFINAMIDE 40MG/ML SUSP ORA;suspensie voor oraal gebruik;or;40.00;mg/ml;40.00;mg;Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut: ZONDER VALPROAAT||Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut: IN COMBINATIE MET VALPROAAT||Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut;139165
137391;N03AF03;ANTI-EPILEPTICA;ANTI-EPILEPTICA;RUFINAMIDE;INOVELON 200 MG TABLET;RUFINAMIDE 200MG TABLET;tablet;or;200.00;mg/stuk;200.00;mg;Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut: ZONDER VALPROAAT||Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut: IN COMBINATIE MET VALPROAAT||Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut;137391
137405;N03AF03;ANTI-EPILEPTICA;ANTI-EPILEPTICA;RUFINAMIDE;INOVELON 400 MG TABLET;RUFINAMIDE 400MG TABLET;tablet;or;400.00;mg/stuk;400.00;mg;Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut: ZONDER VALPROAAT||Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut: IN COMBINATIE MET VALPROAAT||Adjuvante behandeling van aanvallen bij Syndroom van Lennox-Gastaut;137405
137081;R06AX28;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;RUPATADINE;RUPAFIN 10 MG TABLET;RUPATADINE 10MG TABLET;tablet;or;10.00;mg/stuk;10.00;mg;Allergische rhinitis en chronische urticaria;137081
83704;R03AC02;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALBUTAMOL;AIROMIR 100 MICROG/DOSIS AUTOHALER;SALBUTAMOL 100UG/DO AEROSOL;aerosol;inh;100.00;mcg/dose;100.00;mcg;;83704
75272;R03AC02;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALBUTAMOL;VENTOLIN 200  DISKUS 60 DOSES;SALBUTAMOL 200UG/DO INHPDR;inhalatiepoeder;inh;200.00;mcg/dose;200.00;mcg;;75272
75124;R03AC02;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALBUTAMOL;VENTOLIN 1 MG/ML NEBULES 2,5ML;SALBUTAMOL 1MG/ML VERNEVELV;vernevelvloeistof;inh;1.00;mg/ml;1.00;mg;;75124
22098;R03AC02;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALBUTAMOL;VENTOLIN 5 MG/ML INHALATIEVLST 20ML;SALBUTAMOL 5MG/ML VERNEVELV;vernevelvloeistof;inh;5.00;mg/ml;5.00;mg;;22098
123528;D01AE12;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIMYCOTICA, LOKALE;SALICYLZUUR;SALICYLZUURVASELINEZALF 10% POT 30 GRAM;SALICYLZUUR 100MG/G ZALF;zalf;cutaan;100.00;mg/gr;100.00;mg;Hyperkeratose||Wratten;123528
123536;D01AE12;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIMYCOTICA, LOKALE;SALICYLZUUR;SALICYLZUURVASELINEZALF 20% 500 G;SALICYLZUUR 200MG/G ZALF;zalf;cutaan;200.00;mg/gr;200.00;mg;Hyperkeratose||Wratten;123536
87416;R03AC12;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL;SEREVENT 25 MICROG/DOSIS AEROSOL;SALMETEROL 25UG/DO AEROSOL;aerosol;inh;25.00;mcg/dose;25.00;mcg;Bronchusverwijding (langwerkend) ;87416
87424;R03AC12;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL;SEREVENT 50 MICROG/DOSIS DISKUS 60 DOSES;SALMETEROL 50UG/DO INHALPDR;inhalatiepoeder;inh;50.00;mcg/dose;50.00;mcg;Bronchusverwijding (langwerkend) ;87424
112828;R03AK06;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL/FLUTICASON;SERETIDE 25/125 MICROG/DO  DOSIS AEROSOL;SALMET/FLUTICA 25/125UG/DO;aerosol;inh;25.00;mcg/dose;25.00;mcg;Astma onderhoudsbehandeling;112828
112836;R03AK06;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL/FLUTICASON;SERETIDE 25/250 MICROG/DO  DOSIS AEROSOL;SALMET/FLUTICA 25/250UG/DO;aerosol;inh;25.00;mcg/dose;25.00;mcg;Astma onderhoudsbehandeling;112836
106534;R03AK06;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL/FLUTICASON;SERETIDE 50/100 MICROG/DO  DISKUS 60 DO;SALMET/FLUTICA 50/100UG/DO;inhalatiepoeder;inh;50.00;mcg/dose;50.00;mcg;Astma onderhoudsbehandeling;106534
106550;R03AK06;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL/FLUTICASON;SERETIDE 50/500 MICROG/DO DISKUS 60 DO;SALMET/FLUTICA 50/500UG/DO;inhalatiepoeder;inh;50.00;mcg/dose;50.00;mcg;Astma onderhoudsbehandeling;106550
106542;R03AK06;MIDDELEN BIJ ASTMA/COPD;SYMPATHICOMIMETICA VOOR INHALATIE;SALMETEROL/FLUTICASON;SERETIDE 50/250 MICROG/DO DISKUS 60 DO;SALMET/FLUTICA 50/250UG/DO;inhalatiepoeder;inh;50.00;mcg/dose;50.00;mcg;Astma onderhoudsbehandeling;106542
124125;J05AE01;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;SAQUINAVIR;INVIRASE 500 MG TABLET FILMOMHULD;SAQUINAVIR 500MG TABLET;tablet;or;500.00;mg/stuk;500.00;mg;HIV;124125
8281;A03BB01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;BELLADONNA EN DERIVATEN;SCOPOLAMINEBUTYL;BUSCOPAN 20 MG/ML AMPUL 1ML;SCOPOLAMINEBUTYL 20MG/ML IN;injectievloeistof;im||iv||sc;20.00;mg/ml;20.00;mg;Ter coupering van kolieken van het maagdarmkanaal||Ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen;8281
142360;A03BB01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;BELLADONNA EN DERIVATEN;SCOPOLAMINEBUTYL;BUSCOPAN 10 MG TABLET OMHULD;SCOPOLAMINEBUTYL 10MG TABLE;tablet;or;10.00;mg/stuk;10.00;mg;Ter coupering van kolieken van het maagdarmkanaal||Ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen;142360
13277;A03BB01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;BELLADONNA EN DERIVATEN;SCOPOLAMINEBUTYL;BUSCOPAN 10 MG ZETPIL;SCOPOLAMINEBUTYL 10MG ZETP;zetpil;rect;10.00;mg/stuk;5.00;mg;Ter coupering van kolieken van het maagdarmkanaal||Ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen;13277
53732;D01AE13;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIMYCOTICA, LOKALE;SELEENSULFIDE;SELSUN 25MG/ML SUSPENSIE 120ML;SELEENSULF 25MG/ML SUSP;suspensie voor cutaan gebruik;cutaan;25.00;mg/ml;25.00;mg;Sebborhoisch eczeem behaarde hoofdhuid;53732
65269;A06AB06;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;SENNA;SENNOCOL 185MG TABLET;SENNA 185 MG TABLET;tablet;or;185.00;mg/stuk;92.50;mg;Obstipatie;65269
10960;A06AB06;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;SENNOSIDEN A+B;XPRAEP 2MG/ML SIROOP;SENNOSIDEN A+B 2MG/ML STROO;stroop;or;2.00;mg/ml;2.00;mg;Obstipatie;10960
113255;N06AB06;PSYCHOANALEPTICA;ANTIDEPRESSIVA;SERTRALINE;ZOLOFT 20 MG/ML CONC VOOR DRANK;SERTRALINE 20MG/ML CONC.DR.;concentraat voor drank;or;20.00;mg/ml;20.00;mg;Obsessief compulsieve stoornis;113255
92991;N06AB06;PSYCHOANALEPTICA;ANTIDEPRESSIVA;SERTRALINE;SERTRALINE 50 MG TABLET OMHULD;SERTRALINE 50MG TABLET;tablet;or;50.00;mg/stuk;25.00;mg;Obsessief compulsieve stoornis;92991
93009;N06AB06;PSYCHOANALEPTICA;ANTIDEPRESSIVA;SERTRALINE;SERTRALINE 100 MG TABLET OMHULD;SERTRALINE 100MG TABLET;tablet;or;100.00;mg/stuk;100.00;mg;Obsessief compulsieve stoornis;93009
131482;V03AE02;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;SEVELAMEER;RENVELA 2.4 G PDR V SUSPENSIE SACHET;SEVELAMEER 2,4G PDR V SUSP;poeder voor orale suspensie;or;2.40;gr/stuk;2.40;gr;Hyperfosfatemie bij hemodialyse;131482
131474;V03AE02;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;SEVELAMEER;RENVELA  800 MG TABLET FILMOMHULD;SEVELAMEER 800MG TABLET;tablet;or;800.00;mg/stuk;800.00;mg;Hyperfosfatemie bij hemodialyse;131474
97160;N01AB08;ANAESTHETICA;ALGEMENE ANAESTHETICA;SEVOFLURAAN;SEVORANE 250ML QUICK FILL (4456);SEVOFLURAAN INHALVLST/GAS;inhalatiegas;inh;0.00;/ml;0.00;;Inhalatie anaesthesie;97160
133531;G04BE03;UROLOGICA;UROLOGISCHE MIDDELEN;SILDENAFIL;REVATIO 0,8 MG/ML INJVLST 12,5 ML;SILDENAFIL 0,8MG/ML INJVLST;injectievloeistof;iv;0.80;mg/ml;0.80;mg;Pulmonale arteriele hypertensie;133531
125172;G04BE03;UROLOGICA;UROLOGISCHE MIDDELEN;SILDENAFIL;REVATIO 20 MG TABLET FILMOMHULD;SILDENAFIL 20MG TABLET;tablet;or;20.00;mg/stuk;20.00;mg;Pulmonale arteriele hypertensie;125172
105392;G04BE03;UROLOGICA;UROLOGISCHE MIDDELEN;SILDENAFIL;SILDENAFIL 25 MG TABLET;SILDENAFIL 25MG TABLET;tablet;or;25.00;mg/stuk;25.00;mg;Pulmonale arteriele hypertensie;105392
116572;C10AA01;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;SIMVASTATINE;SIMVASTATINE 10 MG TABLET FILMOMHULD;SIMVASTATINE 10MG TABLET FO;filmomhulde tablet;or;10.00;mg/stuk;10.00;mg;Heterozygote familiaire hypercholesterolemie;116572
116580;C10AA01;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;SIMVASTATINE;SIMVASTATINE 20 MG TABLET FILMOMHULD;SIMVASTATINE 20MG TABLET FO;filmomhulde tablet;or;20.00;mg/stuk;20.00;mg;Heterozygote familiaire hypercholesterolemie;116580
116599;C10AA01;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;SIMVASTATINE;SIMVASTATINE 40 MG TABLET FILMOMHULD;SIMVASTATINE 40MG TABLET FO;filmomhulde tablet;or;40.00;mg/stuk;20.00;mg;Heterozygote familiaire hypercholesterolemie;116599
126187;C10AA01;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;SIMVASTATINE;SIMVASTATINE 60 MG TABLET FILMOMHULD;SIMVASTATINE 60MG TABLET FO;filmomhulde tablet;or;60.00;mg/stuk;30.00;mg;Heterozygote familiaire hypercholesterolemie;126187
123137;C10BA02;ANTILIPAEMICA;ANTILIPAEMICA, COMBINATIEPREPARATEN;EZETIMIB/SIMVASTATINE;INEGY 10/40 MG TABLET;EZETIMIB/SIMVASTATINE 10/40;tablet;or;40.00;mg/stuk;40.00;mg;Homozychote familiaire hypercholesterolemie;123137
123145;C10BA02;ANTILIPAEMICA;ANTILIPAEMICA, COMBINATIEPREPARATEN;EZETIMIB/SIMVASTATINE;INEGY 10/80 MG TABLET;EZETIMIB/SIMVASTATINE 10/80;tablet;or;80.00;mg/stuk;80.00;mg;Homozychote familiaire hypercholesterolemie;123145
109223;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;NORDITROPIN FLEXPRO 3,33 MG/ML WWSP 1,5ML;SOMATROPINE 3,33MG/ML INJVL;injectievloeistof;sc;3.33;mg/ml;3.33;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;109223
121622;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;NUTROPINAQ 5 MG/ML 2 ML INJVLST PATROON;SOMATROPINE 5MG/ML INJVLST;injectievloeistof;sc;5.00;mg/ml;5.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;121622
109231;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;NORDITROPIN FLEXPRO 6,67 MG/ML WWSP 1.5ML;SOMATROPINE 6,67MG/ML INJVL;injectievloeistof;sc;6.67;mg/ml;6.67;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;109231
109258;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;NORDITROPIN SIMPLEXX 10 MG/ML PATROON 1,5ML;SOMATROPINE 10MG/ML INJVLST;injectievloeistof;sc;10.00;mg/ml;10.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;109258
72486;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;ZOMACTON 4 MG FLACON + SOLVENS 3,5 ML;SOMATROPINE 4MG INJPDR;poeder voor injectievloeistof;sc;4.00;mg/stuk;4.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;72486
112208;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;GENOTROPIN 5 MG PATROON SET;SOMATROPINE 5MG INJPDR;poeder voor injectievloeistof;sc;5.00;mg/stuk;5.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;112208
104906;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;HUMATROPE 6 MG PATROON +SOLVENS  3.15ML;SOMATROPINE 6MG INJPDR;poeder voor injectievloeistof;sc;6.00;mg/stuk;6.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;104906
130958;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;ZOMACTON 10 MG FLACON + SOLVENS 1 ML;SOMATROPINE 10MG INJPDR;poeder voor injectievloeistof;sc;10.00;mg/stuk;10.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;130958
88161;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;GENOTROPIN 12 MG  PATROON SET;SOMATROPINE 12MG INJPDR;poeder voor injectievloeistof;sc;12.00;mg/stuk;12.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;88161
104914;H01AC01;HYPOFYSE- EN HYPOTHALAMUSHORMONEN EN VERWANTE VERBINDINGEN;ADENOHYPOFYSEHORMONEN EN VERWANTE VERBINDINGEN;SOMATROPINE;HUMATROPE 24 MG PATROON + SOLVENS 3.15 ML;SOMATROPINE 24MG INJPDR;poeder voor injectievloeistof;sc;24.00;mg/stuk;24.00;mg;Groeistoornis tgv groeihormoondeficientie||Groeistoornis tgv Prader Willi||Groeistoornis tgv Turner||Groeistoornis tgv chronische nierinsufficientie||Groeistoornis tgv SGA;104914
6165;A06AG10;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;DOCUSINEZUUR/SORBITOL;KLYX KLYSMA;DOCUSINEZUURSORBITOL KLYSMA;klysma;rect;250.00;mg/ml;250.00;mg;Obstipatie;6165
81493;A06AG11;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;NATRIUMLAURYLSULFOACETAAT/SORBITOL;MICROLAX 5ML;NALAURSULFO/SORBITOL KLYSMA;klysma;rect;625.00;mg/ml;625.00;mg;Obstipatie;81493
150525;C07AA07;BETA-BLOKKERS;BETA-BLOKKERS;SOTALOL;SOTALOL HCL 5 MG/ML DRANK  100 ML;SOTALOL 5MG/ML DRANK;drank;or;5.00;mg/ml;5.00;mg;Conversie aritmieën||Ventriculaire en supraventriculaire ritmestoornissen;150525
127868;C07AA07;BETA-BLOKKERS;BETA-BLOKKERS;SOTALOL;SOTALOL HCL 40 MG TABLET;SOTALOL 40MG TABLET;tablet;or;40.00;mg/stuk;40.00;mg;Conversie aritmieën||Ventriculaire en supraventriculaire ritmestoornissen;127868
10111;C07AA07;BETA-BLOKKERS;BETA-BLOKKERS;SOTALOL;SOTALOL HCL 80 MG TABLET;SOTALOL 80MG TABLET;tablet;or;80.00;mg/stuk;40.00;mg;Conversie aritmieën||Ventriculaire en supraventriculaire ritmestoornissen;10111
128562;C03DA01;DIURETICA;KALIUMSPARENDE MIDDELEN;SPIRONOLACTON;SPIRONOLACTON 1 MG/ML DRANK MET ACETEM 100 ML;SPIRONOLACTON 1MG/ML DRANK;drank;or;1.00;mg/ml;1.00;mg;Diurese;128562
11770;C03DA01;DIURETICA;KALIUMSPARENDE MIDDELEN;SPIRONOLACTON;SPIRONOLACTON 25 MG TABLET;SPIRONOLACTON 25MG TABLET;tablet;or;25.00;mg/stuk;25.00;mg;Diurese;11770
38520;C03DA01;DIURETICA;KALIUMSPARENDE MIDDELEN;SPIRONOLACTON;SPIRONOLACTON 50 MG TABLET;SPIRONOLACTON 50MG TABLET;tablet;or;50.00;mg/stuk;50.00;mg;Diurese;38520
12009;C03DA01;DIURETICA;KALIUMSPARENDE MIDDELEN;SPIRONOLACTON;SPIRONOLACTON  100 MG TABLET;SPIRONOLACTON 100MG TABLET;tablet;or;100.00;mg/stuk;50.00;mg;Diurese;12009
99384;J05AF04;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;STAVUDINE;ZERIT 30 MG CAPSULE;STAVUDINE 30MG CAPSULE;capsule;or;30.00;mg/stuk;30.00;mg;HIV;99384
99392;J05AF04;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;STAVUDINE;ZERIT 40 MG CAPSULE;STAVUDINE 40MG CAPSULE;capsule;or;40.00;mg/stuk;40.00;mg;HIV;99392
101303;J05AF04;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;STAVUDINE;ZERIT 1MG/ML POEDER VOOR DRANK;STAVUDINE 1MG/ML DRANK;drank;or;1.00;mg/ml;1.00;mg;HIV;101303
130052;B01AD01;ANTITHROMBOTICA;ANTITHROMBOTICA;STREPTOKINASE;STREPTASE 250.000E INFPDR;STREPTOKI 250.000IE INJPDR;poeder voor injectievloeistof;iv;250.000.00;IE/stuk;250.000.00;IE;Trombolyse;130052
